survey_id,platform_id,content_type_id,daily_screen_time_hours,notification_checks_per_day,night_checking_frequency_id,uses_social_media_before_bed,social_media_detox_habit,limited_screen_time_habit
622,4,3,1.33,22,1,No,No,No
623,5,1,1.24,38,3,Yes,No,Yes
624,3,8,4.29,51,1,No,No,Yes
625,1,6,1.93,15,1,No,No,No
626,3,4,2.94,22,1,Yes,No,No
627,1,5,2.81,37,1,Yes,No,Yes
628,2,6,6.1,49,3,Yes,No,Yes
629,4,5,2.92,35,2,No,No,No
630,5,6,3.4,33,1,No,Yes,Yes
631,6,1,3.84,34,2,No,Yes,No
632,2,3,5.42,48,3,Yes,No,No
633,4,2,2.85,41,2,Yes,No,Yes
634,1,8,3.09,35,1,Yes,No,Yes
635,3,2,5.24,42,3,Yes,No,No
636,1,3,4.77,28,1,No,No,No
637,4,3,2.08,28,3,No,No,No
638,1,2,0.49,10,1,No,No,No
639,1,3,5.51,48,3,Yes,No,No
640,2,5,3.76,41,1,Yes,No,No
641,1,3,4.32,43,1,No,No,Yes
642,3,8,4.8,41,3,Yes,No,No
643,3,1,1.8,23,3,Yes,No,No
644,2,2,4.99,52,3,Yes,No,Yes
645,6,2,1.71,29,3,No,No,No
646,2,1,4.49,45,2,Yes,No,No
647,1,1,5.26,50,2,Yes,Yes,Yes
648,3,3,4.35,33,1,Yes,Yes,No
649,1,1,4.35,41,1,Yes,Yes,Yes
650,3,4,4.41,50,1,No,No,No
651,1,1,4.64,52,2,No,No,No
652,4,1,1.02,30,3,Yes,Yes,Yes
653,5,6,1.99,25,2,No,No,Yes
654,1,2,4.93,41,1,No,No,Yes
655,2,2,5.43,54,3,Yes,No,No
656,1,1,5.51,41,3,Yes,No,No
657,2,6,4.88,46,2,No,Yes,Yes
658,3,1,4.07,32,1,Yes,No,No
659,1,6,3.58,40,1,Yes,No,No
660,1,8,4.38,41,1,Yes,Yes,Yes
661,1,5,5.44,47,1,Yes,No,No
662,3,4,3.6,39,3,Yes,No,No
663,7,5,2.18,32,1,No,No,No
664,2,6,5.33,38,2,Yes,No,No
665,3,1,5.37,51,3,Yes,Yes,No
666,4,1,0.96,40,1,No,No,Yes
667,1,1,3.79,25,1,No,Yes,Yes
668,3,3,4.54,44,1,No,No,Yes
669,2,1,1.99,28,1,No,No,No
670,5,7,4.47,48,2,No,No,Yes
671,2,3,4.34,36,1,Yes,No,No
672,1,3,2.79,23,1,No,No,Yes
673,1,1,4.75,43,2,No,No,Yes
674,1,4,3.11,33,2,No,No,Yes
675,1,5,4.24,29,1,Yes,No,No
676,2,8,3.44,23,2,Yes,No,No
677,4,1,1.21,15,1,Yes,No,Yes
678,1,3,3.84,41,2,No,Yes,Yes
679,4,1,2.02,35,3,Yes,No,No
680,4,4,1.2,20,1,No,Yes,Yes
681,1,1,5.28,46,1,Yes,Yes,Yes
682,3,6,3.3,37,1,No,Yes,Yes
683,3,8,2.26,31,1,No,Yes,Yes
684,2,6,4.68,37,1,No,No,No
685,4,1,4.99,33,1,Yes,Yes,Yes
686,2,2,5.32,49,1,Yes,No,No
687,3,7,3.28,28,1,No,No,Yes
688,2,5,6.63,44,1,Yes,No,No
689,6,2,0.4,11,1,No,No,Yes
690,2,4,4.66,47,3,Yes,No,No
691,2,2,3.35,46,2,Yes,No,Yes
692,1,1,5.22,50,1,No,No,Yes
693,4,2,5.8,41,3,Yes,No,No
694,1,4,4.64,36,2,No,No,Yes
695,6,4,3.49,34,1,No,No,No
696,1,4,5.16,50,1,No,No,No
697,2,1,2.47,25,1,Yes,No,No
698,2,2,5.6,39,2,No,No,No
699,4,3,2.59,36,1,No,Yes,Yes
700,5,6,4.44,49,1,Yes,No,No
701,5,4,5.92,58,1,Yes,No,No
702,4,8,3.34,38,1,Yes,No,Yes
703,1,6,1.18,18,2,No,Yes,No
704,1,1,4.91,46,1,No,No,Yes
705,2,6,3.62,41,1,Yes,Yes,Yes
706,2,1,5.01,41,2,Yes,No,No
707,1,1,3.94,38,1,No,Yes,Yes
708,1,1,4.76,30,1,No,No,Yes
709,1,7,3.54,36,3,Yes,No,No
710,1,7,6.02,50,1,Yes,No,No
711,4,4,2.14,9,1,No,No,No
712,4,6,5.09,30,2,No,Yes,No
713,2,4,5.1,46,1,Yes,No,Yes
714,1,3,5.01,39,2,No,No,No
715,3,8,3.29,27,1,No,No,No
716,1,5,6.21,45,2,Yes,No,Yes
717,2,5,4.1,27,1,No,No,No
718,3,2,2.51,9,1,No,No,No
719,3,8,2.86,32,1,No,Yes,No
720,1,2,4.75,52,1,Yes,No,No
721,2,2,5.24,53,2,Yes,No,No
722,1,4,4.13,40,1,No,No,No
723,2,8,4.49,28,1,Yes,No,Yes
724,2,2,5.71,40,2,Yes,No,No
725,3,6,4.99,44,1,Yes,No,No
726,3,8,4.31,22,1,Yes,No,Yes
727,3,4,5.23,40,3,No,Yes,Yes
728,2,3,2.86,35,1,No,No,No
729,4,6,2.77,38,1,No,No,No
730,3,1,2.18,37,1,No,No,No
731,1,2,4.81,48,1,No,Yes,Yes
732,1,4,3.95,36,1,No,No,No
733,7,2,2.08,21,1,No,No,No
734,2,1,4.43,38,1,Yes,No,Yes
735,1,1,3.18,29,1,Yes,Yes,No
736,1,1,5.44,52,3,No,Yes,No
737,2,7,5.6,57,1,No,Yes,No
738,1,6,3.78,38,2,No,No,No
739,3,1,4.11,45,2,No,No,Yes
740,5,8,0.4,11,2,No,No,Yes
741,3,7,2.96,38,1,Yes,No,Yes
742,2,1,5.51,38,2,Yes,No,No
743,7,1,2.24,26,1,No,No,No
744,2,2,3.81,41,3,Yes,No,No
745,1,8,3.54,39,2,Yes,No,No
746,2,8,6.12,52,3,Yes,No,No
747,1,4,0.78,18,1,No,No,No
748,1,1,5.67,38,2,Yes,No,No
749,1,2,5.75,40,2,No,Yes,No
750,4,7,0.92,22,1,No,Yes,No
751,7,7,4.53,42,1,No,No,Yes
752,1,2,4.35,40,1,Yes,No,Yes
753,7,1,3.1,43,1,No,Yes,No
754,5,5,4.54,42,2,No,No,No
755,3,2,3.29,44,3,No,No,No
756,2,4,5.52,45,2,No,No,No
757,1,4,4.66,30,1,No,No,Yes
758,1,5,3.31,36,3,Yes,No,No
759,6,1,2.39,33,2,No,No,Yes
760,1,7,4.08,34,2,Yes,No,No
761,3,5,6.25,63,3,Yes,No,No
762,5,4,1.06,19,1,No,No,Yes
763,1,3,1.75,27,1,No,Yes,Yes
764,4,7,3.87,33,2,No,No,No
765,3,8,2.25,30,3,No,No,Yes
766,2,8,5.32,50,1,Yes,No,No
767,2,1,3.98,36,3,Yes,Yes,Yes
768,4,1,3.54,34,1,No,Yes,No
769,3,7,5.21,39,2,Yes,No,No
770,2,7,6.22,70,3,Yes,No,No
771,5,5,3.26,26,1,Yes,No,No
772,2,8,4.29,40,1,No,No,No
773,2,5,4.05,43,3,No,No,No
774,2,1,5.35,35,2,No,No,Yes
775,1,3,3.21,41,2,Yes,Yes,No
776,3,2,4.04,50,2,Yes,No,No
777,3,4,2.46,44,1,No,No,Yes
778,1,6,5.17,39,3,Yes,No,Yes
779,1,8,5.12,39,1,Yes,Yes,No
780,6,2,3.64,18,1,No,Yes,No
781,3,5,0.4,22,2,Yes,Yes,Yes
782,2,5,3.69,47,1,No,No,Yes
783,4,8,3.41,40,2,Yes,No,No
784,3,5,4.85,46,3,Yes,Yes,No
785,2,6,7.11,49,1,No,Yes,No
786,2,1,5.36,46,2,Yes,No,No
787,3,4,3.43,28,1,No,No,No
788,3,1,1.13,19,2,No,No,No
789,2,2,4.07,43,2,No,No,Yes
790,7,5,5.32,50,2,No,Yes,No
791,7,8,3.02,42,2,No,Yes,Yes
792,3,4,2.74,29,1,No,Yes,No
793,1,8,4.59,38,2,No,No,No
794,3,4,4.12,50,3,Yes,No,No
795,1,3,3.73,37,2,Yes,Yes,Yes
796,3,1,3.89,36,3,Yes,No,Yes
797,3,4,2.75,28,2,Yes,No,Yes
798,5,7,2.7,24,1,Yes,No,No
799,3,2,2.59,40,1,No,No,No
800,3,4,4.03,38,1,No,No,Yes
801,7,8,0.4,34,1,Yes,Yes,No
802,1,6,6.08,48,1,Yes,No,No
803,1,1,4.04,34,1,Yes,Yes,No
804,3,2,4.92,41,1,Yes,No,No
805,4,6,2.36,24,1,No,No,No
806,1,1,4.69,46,1,No,No,Yes
807,1,3,3.97,27,2,No,No,No
808,4,2,3.05,44,1,No,No,No
809,5,2,2.08,15,2,Yes,Yes,No
810,2,1,6.6,49,1,Yes,Yes,No
811,1,5,1.98,29,1,No,No,Yes
812,6,2,3.51,31,3,Yes,Yes,Yes
813,4,6,2.68,33,2,Yes,No,Yes
814,4,1,4.08,45,1,Yes,No,Yes
815,2,3,6.61,61,2,Yes,No,No
816,3,1,6.35,65,2,No,No,No
817,2,4,6.46,38,2,Yes,No,No
818,1,2,5.77,49,2,Yes,No,No
819,4,7,3.83,39,2,Yes,No,Yes
820,4,1,1.99,22,1,No,No,No
821,2,4,6.72,46,3,Yes,No,No
822,2,3,5.71,45,3,No,No,Yes
823,1,5,4.68,37,3,No,Yes,No
824,2,6,6.16,39,1,No,No,No
825,6,4,2.2,18,2,No,Yes,No
826,2,3,4.09,40,3,Yes,No,No
827,6,1,4.31,43,3,Yes,No,No
828,2,4,5.03,27,1,No,No,No
829,4,1,0.4,13,1,Yes,No,Yes
830,1,1,6.08,58,1,No,No,No
831,5,2,2.68,39,2,No,No,Yes
832,2,5,2.13,34,2,Yes,No,No
833,4,4,2.11,28,1,No,No,No
834,1,1,1.06,26,1,No,No,Yes
835,1,8,3.38,27,2,No,No,No
836,3,2,4.59,37,1,Yes,No,No
837,1,1,0.83,36,1,No,Yes,Yes
838,3,3,3.76,32,1,Yes,Yes,Yes
839,1,5,4.44,31,1,Yes,No,No
840,3,5,3.41,35,2,No,No,Yes
841,2,1,3.64,48,1,Yes,No,No
842,2,2,6.72,49,2,No,Yes,Yes
843,4,3,4.53,56,2,No,No,No
844,3,4,2.18,22,2,Yes,Yes,Yes
845,1,4,4.03,38,2,No,No,Yes
846,1,2,2.71,42,1,Yes,No,No
847,4,1,1.42,20,1,Yes,Yes,No
848,3,4,3.6,29,2,No,Yes,Yes
849,1,4,4.58,51,1,No,No,Yes
850,2,4,4.41,39,3,Yes,Yes,No
851,5,8,3.97,24,1,Yes,Yes,Yes
852,5,5,3.05,53,1,No,No,Yes
853,7,8,1.62,34,2,Yes,No,No
854,1,3,4.13,44,2,No,No,No
855,1,7,4.88,56,1,Yes,No,Yes
856,2,8,5.79,51,3,Yes,No,No
857,1,4,4.8,36,2,Yes,No,No
858,3,1,3.35,30,1,Yes,No,No
859,4,4,4.32,53,2,Yes,Yes,Yes
860,7,3,2.71,34,2,Yes,Yes,Yes
861,1,1,5.35,55,2,No,No,Yes
862,1,6,3.61,33,1,Yes,No,No
863,4,4,1.9,23,3,Yes,No,Yes
864,7,2,3.55,39,2,Yes,No,No
865,5,1,3.22,47,1,No,No,Yes
866,1,3,4.42,35,2,No,No,No
867,7,8,2.48,29,2,Yes,No,No
868,1,4,2.87,28,1,Yes,No,No
869,4,2,2.97,45,2,No,No,Yes
870,2,2,4.93,33,2,Yes,Yes,No
871,2,2,3.51,38,1,Yes,Yes,No
872,4,2,3.88,25,2,Yes,No,Yes
873,1,7,3.35,23,2,No,No,Yes
874,1,7,4.02,34,1,Yes,No,No
875,7,5,2.44,34,1,Yes,Yes,No
876,3,7,5.45,48,1,Yes,No,Yes
877,2,3,3.74,33,2,Yes,No,No
878,1,8,2.82,36,1,No,Yes,No
879,4,3,1.9,16,1,No,No,No
880,6,8,0.57,27,1,No,No,Yes
881,3,5,4.91,41,3,Yes,No,No
882,1,4,4.89,39,2,No,No,No
883,1,1,4.54,45,2,No,Yes,No
884,6,7,1.64,23,1,No,No,Yes
885,1,1,3.44,45,1,No,No,No
886,7,5,4.2,38,1,No,No,No
887,3,1,5.05,41,3,Yes,No,Yes
888,2,1,4.63,50,3,Yes,No,No
889,3,2,4.17,29,1,No,No,No
890,1,1,3.83,17,1,Yes,No,No
891,3,2,3.83,34,1,Yes,Yes,No
892,2,5,5.84,52,3,No,Yes,Yes
893,3,1,3.46,36,1,No,No,No
894,2,5,7.14,62,2,Yes,No,No
895,6,2,2.6,37,3,Yes,No,No
896,1,2,4.76,43,2,Yes,No,No
897,2,1,6.75,60,2,No,No,No
898,7,1,2.2,42,1,Yes,No,No
899,1,5,2.8,21,2,No,No,No
900,3,4,5.37,50,3,Yes,No,Yes
901,4,7,4.79,38,3,Yes,Yes,No
902,3,2,2.78,27,2,Yes,No,No
903,3,1,2.76,28,1,No,No,Yes
904,4,6,3.54,28,3,No,No,No
905,2,4,4.8,42,1,Yes,No,No
906,1,5,4.84,42,2,No,No,No
907,3,3,4.61,34,1,Yes,No,Yes
908,3,2,4.99,38,1,Yes,No,No
909,4,1,3.14,39,1,Yes,Yes,Yes
910,5,5,4.91,45,1,No,No,No
911,3,5,3.02,21,1,No,No,No
912,2,1,4.12,36,1,No,No,No
913,4,3,1.47,10,1,No,No,No
914,3,1,5.33,40,3,Yes,Yes,No
915,3,1,5.01,34,3,Yes,No,Yes
916,1,2,5.21,54,1,No,No,Yes
917,3,5,3.45,27,2,Yes,No,No
918,1,6,4.59,42,2,No,No,No
919,2,1,3.74,44,2,No,Yes,Yes
920,5,4,3.1,33,1,No,No,Yes
921,1,1,4.56,28,1,Yes,No,Yes
922,3,5,4.8,54,3,Yes,No,No
923,7,3,2.82,42,1,No,No,No
924,7,3,4.64,30,3,No,No,No
925,1,6,6.28,56,1,No,Yes,No
926,3,7,3.66,34,2,Yes,Yes,Yes
927,1,7,6.03,49,1,Yes,No,No
928,3,1,5.04,47,3,No,No,No
929,1,5,5.97,42,1,No,No,Yes
930,1,1,2.04,33,2,No,Yes,No
931,1,6,3.17,33,2,No,No,No
932,4,4,3.41,46,1,No,Yes,No
933,1,4,4.94,62,1,Yes,No,Yes
934,7,6,1.38,25,3,No,No,No
935,2,4,4.94,43,1,Yes,Yes,No
936,7,1,3.01,34,1,No,No,No
937,6,4,5.52,45,3,No,No,No
938,7,4,2.46,38,2,No,No,Yes
939,1,5,4.28,29,1,Yes,No,Yes
940,2,2,6.13,52,1,Yes,No,Yes
941,5,2,5.71,38,2,No,No,No
942,5,1,2.14,25,1,Yes,Yes,No
943,1,1,4.09,32,3,No,No,No
944,1,1,3.48,34,3,Yes,No,Yes
945,2,7,8.17,58,2,Yes,No,No
946,1,4,4.2,50,1,Yes,No,No
947,1,5,3.79,36,1,Yes,No,Yes
948,7,6,1.1,30,2,No,No,No
949,5,5,4.45,42,1,No,No,Yes
950,7,4,1.2,16,3,Yes,No,No
951,1,7,3.65,32,3,Yes,Yes,Yes
952,2,2,5.49,47,2,Yes,Yes,No
953,5,2,2.19,39,2,Yes,Yes,No
954,4,3,3.65,41,1,No,No,No
955,2,4,7.02,41,1,Yes,No,No
956,3,5,3.04,25,2,No,No,Yes
957,2,3,7.85,57,1,Yes,No,Yes
958,7,6,4.27,36,2,No,No,No
959,2,7,3.76,50,2,Yes,No,Yes
960,3,1,5.6,29,1,Yes,No,Yes
961,1,7,6.61,63,3,Yes,No,No
962,2,3,1.86,45,1,No,Yes,Yes
963,1,3,5.64,56,2,No,No,No
964,2,7,5.4,51,2,No,Yes,No
965,6,8,3.34,33,1,No,No,No
966,3,1,3.0,28,1,Yes,No,No
967,1,1,3.05,39,1,No,No,Yes
968,3,4,1.01,20,2,No,No,No
969,4,7,3.16,34,1,No,Yes,Yes
970,2,1,3.35,35,1,Yes,No,Yes
971,5,1,3.11,36,2,Yes,Yes,No
972,2,4,6.27,48,1,No,No,No
973,5,3,2.12,29,2,Yes,No,No
974,3,1,4.13,36,3,No,Yes,Yes
975,2,8,3.4,45,2,No,No,Yes
976,1,7,4.54,51,2,Yes,No,No
977,1,2,4.46,41,3,Yes,No,No
978,2,1,6.7,58,1,No,Yes,No
979,1,4,4.19,51,3,No,No,No
980,4,5,4.15,32,3,Yes,Yes,No
981,2,8,3.58,42,3,Yes,No,No
982,6,2,4.56,47,2,Yes,No,No
983,1,3,2.96,27,3,Yes,No,Yes
984,5,4,1.71,28,2,Yes,No,No
985,6,5,3.63,38,2,No,No,Yes
986,5,1,3.33,43,1,Yes,Yes,No
987,5,6,3.1,33,1,Yes,No,Yes
988,6,3,3.51,26,1,Yes,Yes,Yes
989,1,1,2.91,32,1,Yes,No,No
990,2,6,5.27,41,2,No,Yes,No
991,3,1,3.03,18,2,No,No,No
992,2,1,2.67,43,2,Yes,No,No
993,3,4,1.46,10,1,Yes,No,No
994,4,7,3.62,33,1,Yes,Yes,No
995,3,7,2.39,31,1,No,No,No
996,7,8,4.38,43,1,Yes,No,Yes
997,7,2,3.96,22,1,Yes,No,No
998,3,6,2.32,27,1,No,No,No
999,3,1,3.96,38,1,Yes,Yes,Yes
1000,7,5,4.37,38,2,Yes,No,No
1001,5,8,1.24,36,2,No,Yes,Yes
1002,1,5,5.81,39,1,Yes,Yes,Yes
1003,6,1,1.1,46,1,No,No,No
1004,6,6,1.81,29,1,Yes,No,Yes
1005,3,4,3.47,41,2,Yes,No,Yes
1006,7,2,2.43,32,3,Yes,Yes,Yes
1007,6,1,3.13,30,1,Yes,No,No
1008,1,6,4.37,47,3,No,Yes,Yes
1009,2,2,3.1,37,2,Yes,No,No
1010,6,8,4.07,23,3,Yes,No,Yes
1011,5,1,1.75,33,2,Yes,No,Yes
1012,4,8,1.61,45,1,Yes,No,Yes
1013,3,8,4.19,38,3,Yes,Yes,Yes
1014,4,2,1.85,33,2,Yes,No,No
1015,1,1,3.1,27,1,No,No,Yes
1016,5,7,1.82,9,2,Yes,Yes,No
1017,3,2,4.36,54,1,Yes,No,No
1018,3,2,4.33,40,2,Yes,No,No
1019,3,3,4.38,49,1,Yes,No,Yes
1020,5,8,1.05,21,1,No,No,No
1021,1,8,6.26,45,2,Yes,Yes,No
1022,3,8,5.15,39,2,Yes,No,Yes
1023,6,2,1.9,25,1,Yes,No,No
1024,1,8,4.83,34,1,No,No,No
1025,1,1,2.9,33,1,Yes,No,No
1026,1,3,3.2,13,1,No,No,No
1027,4,7,2.46,24,1,Yes,No,No
1028,3,7,3.85,33,2,Yes,Yes,No
1029,1,1,2.45,26,2,No,Yes,No
1030,1,5,2.28,41,2,Yes,No,Yes
1031,1,5,3.71,44,1,No,No,No
1032,2,3,5.96,37,2,Yes,Yes,Yes
1033,2,4,7.41,65,3,Yes,No,No
1034,7,3,3.71,35,3,No,Yes,No
1035,1,6,4.3,34,2,No,No,Yes
1036,4,6,2.7,32,1,No,No,Yes
1037,4,7,1.86,25,1,Yes,No,Yes
1038,1,7,4.15,37,1,No,No,Yes
1039,6,6,2.44,25,2,No,No,No
1040,3,6,4.13,32,1,Yes,No,No
1041,2,1,5.44,30,1,No,No,No
1042,2,2,2.83,38,3,Yes,No,Yes
1043,1,4,2.23,24,3,No,No,Yes
1044,3,1,3.84,46,1,No,No,No
1045,6,8,1.82,19,2,No,No,No
1046,1,1,3.66,34,2,Yes,Yes,Yes
1047,2,2,3.65,22,1,No,Yes,Yes
1048,1,6,5.75,46,1,Yes,Yes,Yes
1049,3,8,0.52,21,1,Yes,No,No
1050,2,2,7.27,59,1,No,No,No
1051,1,5,5.73,52,1,Yes,No,No
1052,5,2,4.23,27,1,Yes,No,No
1053,3,3,5.49,29,1,Yes,No,No
1054,2,6,5.83,55,1,Yes,No,No
1055,7,2,2.18,33,2,No,No,No
1056,5,4,0.9,9,1,Yes,No,Yes
1057,2,5,5.72,50,1,Yes,No,No
1058,1,1,4.37,44,2,No,No,No
1059,4,2,2.29,36,1,No,No,No
1060,3,8,3.77,33,1,No,Yes,Yes
1061,1,4,5.58,45,2,Yes,No,No
1062,7,5,1.82,39,3,Yes,No,No
1063,2,7,5.82,53,2,Yes,No,Yes
1064,1,1,4.67,38,1,No,No,Yes
1065,2,8,5.94,53,2,No,No,No
1066,3,2,2.57,19,1,Yes,No,No
1067,2,6,6.98,63,1,Yes,No,Yes
1068,7,5,3.3,30,1,Yes,No,Yes
1069,2,1,3.02,51,1,No,No,No
1070,2,6,1.38,26,1,No,Yes,Yes
1071,1,5,3.4,48,1,No,Yes,No
1072,3,1,2.62,43,1,No,Yes,No
1073,2,3,2.62,38,2,Yes,No,No
1074,3,3,3.81,45,2,No,No,Yes
1075,2,8,5.07,49,2,Yes,No,No
1076,7,3,5.0,46,2,No,No,Yes
1077,2,1,6.32,60,2,No,Yes,Yes
1078,4,4,2.9,39,2,No,No,No
1079,1,3,5.73,50,1,Yes,No,No
1080,5,2,2.87,37,2,No,No,No
1081,2,2,6.91,48,2,No,No,Yes
1082,2,2,5.4,46,3,Yes,No,No
1083,2,5,4.46,29,1,No,No,No
1084,3,1,5.72,54,2,Yes,No,No
1085,4,5,2.05,30,2,Yes,No,Yes
1086,1,2,3.42,34,2,No,No,No
1087,4,3,2.7,43,1,No,No,No
1088,2,6,3.38,40,2,No,Yes,Yes
1089,1,1,4.39,31,3,Yes,No,No
1090,1,1,5.79,45,2,No,No,Yes
1091,2,5,7.36,57,1,Yes,Yes,Yes
1092,7,1,4.28,38,2,Yes,No,Yes
1093,5,7,3.49,27,1,Yes,No,No
1094,3,4,4.35,54,3,No,Yes,No
1095,1,7,4.29,40,2,No,No,No
1096,5,4,3.24,24,1,No,Yes,No
1097,2,3,5.12,42,2,Yes,No,No
1098,7,8,2.85,42,1,No,No,Yes
1099,4,8,2.62,28,2,Yes,Yes,No
1100,4,2,2.22,23,1,Yes,No,No
1101,3,6,3.57,41,1,No,No,Yes
1102,1,5,2.85,19,2,Yes,Yes,No
1103,7,5,3.3,42,2,No,Yes,No
1104,2,5,6.71,50,3,Yes,No,No
1105,2,8,5.81,73,1,No,No,No
1106,2,7,2.63,36,1,Yes,No,No
1107,2,5,5.26,50,1,Yes,No,No
1108,6,2,1.7,41,1,No,No,No
1109,3,4,4.42,46,2,Yes,No,No
1110,2,7,4.58,48,1,Yes,No,Yes
1111,4,1,1.26,29,1,No,No,Yes
1112,3,1,7.26,59,3,Yes,No,Yes
1113,3,4,3.82,35,1,Yes,No,Yes
1114,1,4,4.51,39,2,Yes,Yes,No
1115,3,4,5.52,47,3,Yes,No,Yes
1116,6,6,5.2,57,1,No,No,Yes
1117,7,3,1.09,22,2,Yes,No,Yes
1118,6,2,4.94,54,2,No,No,No
1119,2,4,7.66,52,2,Yes,Yes,No
1120,3,2,5.47,37,1,No,No,No
1121,2,6,4.61,48,3,No,No,Yes
1122,4,8,1.66,35,1,Yes,Yes,No
1123,7,2,3.93,39,1,No,No,No
1124,4,3,3.75,41,1,No,No,No
1125,1,3,2.24,45,1,No,No,No
1126,3,5,3.78,27,3,No,No,Yes
1127,1,7,4.35,39,1,Yes,Yes,Yes
1128,3,1,4.02,31,1,No,No,Yes
1129,3,1,5.15,54,1,Yes,No,Yes
1130,5,1,2.07,15,1,No,Yes,No
1131,1,1,4.62,44,1,No,No,No
1132,3,2,3.21,31,1,Yes,No,No
1133,1,1,4.03,39,1,Yes,No,No
1134,5,5,4.88,45,1,Yes,No,No
1135,2,2,7.77,62,3,Yes,Yes,No
1136,2,3,6.41,57,3,Yes,No,Yes
1137,2,7,3.36,36,3,Yes,No,Yes
1138,4,1,4.12,44,1,No,No,No
1139,7,2,3.38,26,2,Yes,Yes,No
1140,4,4,3.56,32,1,Yes,No,No
1141,2,7,4.06,46,3,Yes,No,No
1142,3,1,3.9,34,1,Yes,Yes,No
1143,4,3,0.4,10,1,Yes,No,Yes
1144,1,5,2.76,38,2,No,No,No
1145,6,6,2.03,24,1,No,Yes,Yes
1146,2,5,6.96,58,1,Yes,Yes,No
1147,5,4,3.21,27,1,No,No,No
1148,3,1,0.48,27,1,No,No,No
1149,4,3,0.4,12,2,Yes,Yes,No
1150,4,7,1.79,14,1,No,No,No
1151,7,5,0.7,24,1,No,No,No
1152,3,6,2.79,18,2,No,No,No
1153,4,8,4.62,47,1,Yes,No,Yes
1154,2,4,3.33,39,1,Yes,No,Yes
1155,2,6,7.71,51,2,Yes,No,No
1156,3,6,4.56,43,3,Yes,No,No
1157,1,5,4.45,34,2,No,Yes,No
1158,7,4,1.53,10,1,Yes,No,No
1159,5,2,3.84,44,1,Yes,No,Yes
1160,1,6,3.74,30,2,Yes,No,No
1161,2,1,7.52,58,2,Yes,No,No
1162,2,5,2.02,28,2,Yes,No,Yes
1163,6,3,1.61,20,1,No,No,No
1164,3,1,5.37,48,1,Yes,Yes,No
1165,4,5,3.28,32,2,No,No,Yes
1166,3,6,5.44,53,1,Yes,No,No
1167,3,6,4.75,32,3,No,No,No
1168,2,1,6.08,63,3,No,No,No
1169,1,1,5.77,33,3,No,No,Yes
1170,2,2,6.08,36,3,Yes,No,Yes
1171,1,5,2.98,38,1,Yes,No,Yes
1172,7,6,3.23,29,1,Yes,No,No
1173,3,7,4.48,37,1,No,No,Yes
1174,1,7,1.06,22,1,No,No,No
1175,2,3,3.89,39,1,Yes,No,Yes
1176,2,8,6.04,45,1,No,No,Yes
1177,1,1,4.15,41,1,Yes,No,No
1178,1,6,4.32,36,1,No,No,No
1179,1,1,5.72,55,1,No,No,Yes
1180,3,4,2.68,30,2,No,No,No
1181,3,1,5.0,42,3,Yes,No,Yes
1182,1,7,4.43,38,1,No,No,Yes
1183,3,6,2.03,39,2,No,No,No
1184,6,3,1.56,33,2,No,No,No
1185,2,7,4.75,53,2,No,No,Yes
1186,1,4,2.1,25,1,No,Yes,No
1187,4,4,0.4,20,1,No,No,Yes
1188,2,5,4.55,36,3,Yes,Yes,Yes
1189,2,2,7.73,67,2,Yes,No,Yes
1190,4,3,1.51,19,2,No,No,No
1191,3,1,3.45,33,2,No,Yes,Yes
1192,6,3,1.13,20,1,No,No,Yes
1193,1,8,2.48,19,2,Yes,Yes,No
1194,4,2,4.48,49,1,No,Yes,No
1195,1,7,4.76,46,2,No,No,No
1196,5,2,4.54,52,1,Yes,No,No
1197,2,6,4.98,41,2,No,No,No
1198,1,4,3.84,39,2,No,No,No
1199,3,3,5.29,26,3,Yes,No,No
1200,2,3,7.47,64,2,Yes,No,No
1201,6,5,2.96,22,1,No,Yes,No
1202,3,4,5.47,40,3,Yes,Yes,No
1203,2,8,3.84,43,2,No,No,Yes
1204,4,2,1.55,38,1,Yes,No,Yes
1205,3,6,5.55,45,2,Yes,No,No
1206,3,7,3.19,40,1,Yes,No,Yes
1207,1,2,2.74,23,2,Yes,Yes,Yes
1208,3,4,4.2,48,2,No,No,No
1209,2,1,4.38,47,3,Yes,No,No
1210,5,6,5.46,47,3,Yes,No,No
1211,5,4,2.89,28,2,No,No,No
1212,3,2,2.55,33,1,No,No,Yes
1213,1,4,4.18,36,1,No,No,Yes
1214,1,4,4.1,38,1,Yes,No,No
1215,2,6,2.13,27,2,No,No,No
1216,6,6,3.9,47,2,No,No,Yes
1217,3,4,2.32,39,1,No,No,No
1218,1,4,4.39,38,1,Yes,No,No
1219,4,1,2.0,33,1,Yes,Yes,No
1220,2,8,4.15,49,2,No,No,No
1221,5,5,3.57,46,1,No,No,No
1222,2,2,6.92,69,1,No,No,Yes
1223,2,2,6.48,51,3,Yes,Yes,No
1224,4,4,1.23,20,1,No,No,No
1225,1,5,5.82,50,2,Yes,Yes,No
1226,3,5,2.4,27,1,Yes,No,No
1227,4,1,1.34,24,1,No,No,No
1228,1,6,7.17,61,2,No,No,Yes
1229,5,1,4.54,45,3,Yes,No,Yes
1230,4,6,2.08,28,2,Yes,No,No
1231,1,4,3.19,10,3,Yes,Yes,No
1232,7,1,2.99,32,3,No,No,Yes
1233,3,4,4.86,38,3,Yes,No,No
1234,2,4,3.13,39,1,No,No,Yes
1235,1,6,4.62,47,1,Yes,No,Yes
